ResourceID;Geometric Place Expression;Grid ID;Remote Sensing Object Name;Assessment Date;Remote Sensing Place Type;Remote Sensing Assessor;Name Type;Archaeological Assessment Activity Type;Heritage Place Function Sub-Type;Heritage Place Function Certainty;Remote Sensing Interpretation Type;Overall Archaeological Certainty;Heritage Feature Measurement Number;Heritage Feature Measurement Unit Type;Heritage Feature Dimension Type;Heritage Feature Measurement Source Type;Assessment Source;Overall Condition Assessment;Disturbance Type;Threat Driver Type;Threat Type;;Remark;Cultural Period Type;Elevation;Province;District;Sub-district;External Dataset Heritage Resource;;;
3228;POINT (93.37734525 48.94714864);M21;M21_071;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3229;POINT (93.37922011 48.94739172);M21;M21_072;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1069;Uvs;Zavkhan;Ajrag nuur;;;;
3230;POINT (93.37841544 48.94772642);M21;M21_073;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3231;POINT (93.37811772 48.94760664);M21;M21_074;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3232;POINT (93.37821428 48.94810867);M21;M21_075;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3233;POINT (93.37827061 48.94795189);M21;M21_076;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3234;POINT (93.37861125 48.94782858);M21;M21_077;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1067;Uvs;Zavkhan;Ajrag nuur;;;;
3235;POINT (93.37875608 48.94795014);M21;M21_078;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3236;POINT (93.37941056 48.94782331);M21;M21_079;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1069;Uvs;Zavkhan;Ajrag nuur;;;;
3237;POINT (93.37954467 48.94783033);M21;M21_080;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1069;Uvs;Zavkhan;Ajrag nuur;;;;
3238;POINT (93.38043247 48.94741286);M21;M21_081;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1074;Uvs;Zavkhan;Ajrag nuur;;;;
3239;POINT (93.38064975 48.94718561);M21;M21_082;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1075;Uvs;Zavkhan;Ajrag nuur;;;;
3240;POINT (93.38226442 48.94655322);M21;M21_083;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1082;Uvs;Zavkhan;Ajrag nuur;;;;
3241;POINT (93.38240928 48.946747);M21;M21_084;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1082;Uvs;Zavkhan;Ajrag nuur;;;;
3242;POINT (93.38257289 48.94685269);M21;M21_085;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1082;Uvs;Zavkhan;Ajrag nuur;;;;
3243;POINT (93.38123983 48.94683508);M21;M21_086;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1076;Uvs;Zavkhan;Ajrag nuur;;;;
3244;POINT (93.38140881 48.94703061);M21;M21_087;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1078;Uvs;Zavkhan;Ajrag nuur;;;;
3245;POINT (93.3817575 48.94703942);M21;M21_088;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1079;Uvs;Zavkhan;Ajrag nuur;;;;
3246;POINT (93.38266139 48.94690553);M21;M21_089;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1082;Uvs;Zavkhan;Ajrag nuur;;;;
3247;POINT (93.38206325 48.94685622);M21;M21_090;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3248;POINT (93.38223492 48.94715039);M21;M21_091;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3249;POINT (93.38228589 48.94727722);M21;M21_092;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3250;POINT (93.38440525 48.94509906);M21;M21_093;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1074;Uvs;Zavkhan;Ajrag nuur;;;;
3251;POINT (93.37527769 48.93790933);M21;M21_094;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1064;Uvs;Zavkhan;Ajrag nuur;;;;
3252;POINT (93.37539036 48.93833747);M21;M21_095;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3253;POINT (93.36930289 48.93360133);M21;M21_096;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;high;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1058;Uvs;Zavkhan;Ajrag nuur;;;;
3254;POINT (93.38534611 48.93938906);M21;M21_097;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1056;Uvs;Zavkhan;Ajrag nuur;;;;
3255;POINT (93.38606225 48.939456);M21;M21_098;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1055;Uvs;Zavkhan;Ajrag nuur;;;;
3256;POINT (93.38571356 48.93996164);M21;M21_099;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1062;Uvs;Zavkhan;Ajrag nuur;;;;
3257;POINT (93.38807742 48.94024547);M21;M21_100;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1063;Uvs;Zavkhan;Ajrag nuur;;;;
3258;POINT (93.38975381 48.94057844);M21;M21_101;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1060;Uvs;Zavkhan;Ajrag nuur;;;;
3259;POINT (93.39026611 48.94071058);M21;M21_102;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1059;Uvs;Zavkhan;Ajrag nuur;;;;
3260;POINT (93.39063625 48.94085153);M21;M21_103;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1058;Uvs;Zavkhan;Ajrag nuur;;;;
3261;POINT (93.39114856 48.94110347);M21;M21_104;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1060;Uvs;Zavkhan;Ajrag nuur;;;;
3262;POINT (93.38793636 48.94870892);M21;M21_105;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1069;Uvs;Zavkhan;Ajrag nuur;;;;
3263;POINT (93.38719339 48.94935714);M21;M21_106;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3264;POINT (93.38348656 48.94833194);M21;M21_107;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;18;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1079;Uvs;Zavkhan;Ajrag nuur;;;;
3265;POINT (93.38323711 48.94789156);M21;M21_108;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3266;POINT (93.38208644 48.94744589);M21;M21_109;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3267;POINT (93.38328272 48.94741242);M21;M21_110;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3268;POINT (93.38337122 48.94754631);M21;M21_111;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3269;POINT (93.38343561 48.94770661);M21;M21_112;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3270;POINT (93.38362603 48.94775769);M21;M21_113;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1081;Uvs;Zavkhan;Ajrag nuur;;;;
3271;POINT (93.38365286 48.94797789);M21;M21_114;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1080;Uvs;Zavkhan;Ajrag nuur;;;;
3272;POINT (93.38348925 48.94803072);M21;M21_115;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1080;Uvs;Zavkhan;Ajrag nuur;;;;
3273;POINT (93.38341683 48.94813817);M21;M21_116;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1080;Uvs;Zavkhan;Ajrag nuur;;;;
3274;POINT (93.38353217 48.94818572);M21;M21_117;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1080;Uvs;Zavkhan;Ajrag nuur;;;;
3275;POINT (93.38421881 48.94791447);M21;M21_118;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1080;Uvs;Zavkhan;Ajrag nuur;;;;
3276;POINT (93.38383525 48.94840944);M21;M21_119;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1079;Uvs;Zavkhan;Ajrag nuur;;;;
3277;POINT (93.38288842 48.94871067);M21;M21_120;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1076;Uvs;Zavkhan;Ajrag nuur;;;;
3278;POINT (93.38503153 48.9481875);M21;M21_121;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1076;Uvs;Zavkhan;Ajrag nuur;;;;
3279;POINT (93.37976122 48.94806503);M21;M21_122;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1069;Uvs;Zavkhan;Ajrag nuur;;;;
3280;POINT (93.38090208 48.94751172);M21;M21_123;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1075;Uvs;Zavkhan;Ajrag nuur;;;;
3281;POINT (93.38129231 48.94808347);M21;M21_124;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1075;Uvs;Zavkhan;Ajrag nuur;;;;
3282;POINT (93.38097044 48.94842875);M21;M21_125;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1072;Uvs;Zavkhan;Ajrag nuur;;;;
3283;POINT (93.38102142 48.94803769);M21;M21_126;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1074;Uvs;Zavkhan;Ajrag nuur;;;;
3284;POINT (93.38138083 48.94850625);M21;M21_127;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1074;Uvs;Zavkhan;Ajrag nuur;;;;
3285;POINT (93.38045544 48.94859608);M21;M21_128;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1071;Uvs;Zavkhan;Ajrag nuur;;;;
3286;POINT (93.37901511 48.94824025);M21;M21_129;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3287;POINT (93.38028281 48.94916197);M21;M21_130;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1068;Uvs;Zavkhan;Ajrag nuur;;;;
3288;POINT (93.38049203 48.94875858);M21;M21_131;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3289;POINT (93.38085144 48.94876036);M21;M21_132;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1071;Uvs;Zavkhan;Ajrag nuur;;;;
3290;POINT (93.38067978 48.94909856);M21;M21_133;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1069;Uvs;Zavkhan;Ajrag nuur;;;;
3291;POINT (93.38113308 48.94912147);M21;M21_134;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1072;Uvs;Zavkhan;Ajrag nuur;;;;
3292;POINT (93.38101775 48.94927294);M21;M21_135;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1072;Uvs;Zavkhan;Ajrag nuur;;;;
3293;POINT (93.38138253 48.94916725);M21;M21_136;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1073;Uvs;Zavkhan;Ajrag nuur;;;;
3294;POINT (93.37986708 48.94946142);M21;M21_137;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1064;Uvs;Zavkhan;Ajrag nuur;;;;
3295;POINT (93.38061272 48.94946494);M21;M21_138;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1067;Uvs;Zavkhan;Ajrag nuur;;;;
3296;POINT (93.38080853 48.94982078);M21;M21_139;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;high;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3297;POINT (93.38112772 48.94963581);M21;M21_140;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3298;POINT (93.3783865 48.94981547);M21;M21_141;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1061;Uvs;Zavkhan;Ajrag nuur;;;;
3299;POINT (93.37834894 48.94949489);M21;M21_142;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1061;Uvs;Zavkhan;Ajrag nuur;;;;
3300;POINT (93.38553061 48.94948694);M21;M21_143;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3301;POINT (93.38747789 48.94987094);M21;M21_144;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3302;POINT (93.38063022 48.95034036);M21;M21_145;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1061;Uvs;Zavkhan;Ajrag nuur;;;;
3303;POINT (93.38053767 48.95012986);M21;M21_146;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1063;Uvs;Zavkhan;Ajrag nuur;;;;
3304;POINT (93.38186939 48.94924033);M21;M21_147;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1072;Uvs;Zavkhan;Ajrag nuur;;;;
3305;POINT (93.38174333 48.94938742);M21;M21_148;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3306;POINT (93.38183183 48.94950719);M21;M21_149;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3307;POINT (93.38201422 48.94944642);M21;M21_150;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3308;POINT (93.38172053 48.94982514);M21;M21_151;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1067;Uvs;Zavkhan;Ajrag nuur;;;;
3309;POINT (93.38154083 48.94988767);M21;M21_152;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3310;POINT (93.38091856 48.94993611);M21;M21_153;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1064;Uvs;Zavkhan;Ajrag nuur;;;;
3311;POINT (93.38103256 48.94999953);M21;M21_154;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3312;POINT (93.3812565 48.9500735);M21;M21_155;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;high;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3313;POINT (93.38135172 48.95016775);M21;M21_156;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1064;Uvs;Zavkhan;Ajrag nuur;;;;
